Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Team
901,Lisandro Martínez,ar ARG,DF,26-067,8,7,558.0,6.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,8.0,28.0,1.0,0.0,0.16,0.16,0.0,0.16,0.0,0.01,0.01,0.0,0.01,Manchester Utd
902,Anthony Martial,fr FRA,FW,28-111,13,5,448.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.2,1.5,6.0,12.0,36.0,0.2,0.0,0.2,0.2,0.2,0.25,0.05,0.29,0.25,0.29,Manchester Utd
903,Sergio Reguilón,es ESP,DF,27-100,9,4,412.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.7,0.9,11.0,27.0,38.0,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.2,0.04,0.2,Manchester Utd
904,Mason Mount,eng ENG,MF,25-075,8,4,400.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,6.0,15.0,26.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Manchester Utd
905,Facundo Pellistri,uy URU,"FW,MF",22-096,9,1,172.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,6.0,6.0,31.0,0.0,0.52,0.52,0.0,0.52,0.38,0.05,0.43,0.38,0.43,Manchester Utd
906,Hannibal Mejbri,tn TUN,"MF,FW",21-064,5,1,133.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,2.0,6.0,10.0,0.68,0.0,0.68,0.68,0.68,0.02,0.25,0.27,0.02,0.27,Manchester Utd
907,Willy Kambwala,fr FRA,DF,19-213,4,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
908,Omari Forson,eng ENG,FW,19-249,3,1,66.0,0.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,2.0,2.0,0.0,1.36,1.36,0.0,1.36,0.04,0.24,0.28,0.04,0.28,Manchester Utd
909,Jadon Sancho,eng ENG,"FW,MF",24-000,3,0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,10.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Manchester Utd
910,Amad Diallo,ci CIV,FW,21-258,2,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.09,0.26,0.35,0.09,0.35,Manchester Utd
911,Donny van de Beek,nl NED,DF,26-342,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.09,4.44,5.54,1.09,5.54,Manchester Utd
912,Daniel Gore,eng ENG,MF,19-181,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
913,Altay Bayındır,tr TUR,GK,25-346,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester Utd
914,Rhys Bennett,eng ENG,DF,20-147,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester Utd
915,Álvaro Carreras,es ESP,"DF,MF",21-002,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester Utd
916,Toby Collyer,eng ENG,MF,20-082,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester Utd
917,Tom Heaton,eng ENG,GK,37-345,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester Utd
918,Dean Henderson,eng ENG,GK,27-013,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester Utd
919,Joe Hugill,eng ENG,FW,20-158,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester Utd
920,Dermot Mee,nir NIR,GK,21-126,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester Utd
921,Habeeb Ogunneye,eng ENG,DF,19-073,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester Utd
922,Radek Vítek,,GK,20-153,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester Utd
923,Jarrod Bowen,eng ENG,FW,27-096,28,28,2516.0,28.0,14.0,3.0,17.0,14.0,0.0,0.0,2.0,0.0,9.3,9.3,4.0,13.3,73.0,45.0,158.0,0.5,0.11,0.61,0.5,0.61,0.33,0.14,0.47,0.33,0.47,West Ham
924,Vladimír Coufal,cz CZE,DF,31-216,27,27,2390.0,26.6,0.0,7.0,7.0,0.0,0.0,0.0,7.0,1.0,0.2,0.2,3.2,3.4,56.0,100.0,105.0,0.0,0.26,0.26,0.0,0.26,0.01,0.12,0.13,0.01,0.13,West Ham
925,James Ward-Prowse,eng ENG,MF,29-145,28,27,2339.0,26.0,5.0,7.0,12.0,3.0,2.0,2.0,4.0,0.0,5.5,3.9,5.9,9.8,17.0,103.0,57.0,0.19,0.27,0.46,0.12,0.38,0.21,0.23,0.44,0.15,0.38,West Ham
926,Emerson Palmieri,it ITA,DF,29-235,27,26,2354.0,26.2,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,1.1,1.1,2.2,3.3,47.0,91.0,90.0,0.04,0.08,0.11,0.04,0.11,0.04,0.09,0.13,0.04,0.13,West Ham
927,Alphonse Areola,fr FRA,GK,31-027,26,26,2294.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham
928,Tomáš Souček,cz CZE,MF,29-027,28,26,2235.0,24.8,6.0,1.0,7.0,6.0,0.0,0.0,5.0,0.0,6.0,6.0,0.7,6.7,6.0,66.0,33.0,0.24,0.04,0.28,0.24,0.28,0.24,0.03,0.27,0.24,0.27,West Ham
929,Kurt Zouma,fr FRA,DF,29-150,24,24,2087.0,23.2,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.5,1.5,0.1,1.6,5.0,43.0,0.0,0.09,0.0,0.09,0.09,0.09,0.07,0.0,0.07,0.07,0.07,West Ham
930,Edson Álvarez,mx MEX,MF,26-153,25,23,1968.0,21.9,1.0,1.0,2.0,1.0,0.0,0.0,10.0,0.0,1.3,1.3,0.4,1.7,17.0,71.0,21.0,0.05,0.05,0.09,0.05,0.09,0.06,0.02,0.08,0.06,0.08,West Ham
931,Lucas Paquetá,br BRA,"FW,MF",26-211,22,22,1839.0,20.4,3.0,5.0,8.0,2.0,1.0,1.0,7.0,0.0,4.2,3.4,4.2,7.6,25.0,135.0,85.0,0.15,0.24,0.39,0.1,0.34,0.2,0.21,0.41,0.16,0.37,West Ham
932,Nayef Aguerd,ma MAR,DF,27-361,20,20,1767.0,19.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.5,1.5,0.2,1.8,10.0,64.0,3.0,0.05,0.0,0.05,0.05,0.05,0.08,0.01,0.09,0.08,0.09,West Ham
933,Kudus Mohammed,gh GHA,"FW,MF",23-236,24,18,1680.0,18.7,6.0,3.0,9.0,6.0,0.0,0.0,6.0,0.0,3.4,3.4,2.5,5.9,82.0,61.0,147.0,0.32,0.16,0.48,0.32,0.48,0.18,0.13,0.31,0.18,0.31,West Ham
934,Michail Antonio,jm JAM,FW,33-363,17,13,1024.0,11.4,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,2.5,2.5,0.9,3.4,31.0,12.0,59.0,0.26,0.18,0.44,0.26,0.44,0.22,0.08,0.3,0.22,0.3,West Ham
935,Konstantinos Mavropanos,gr GRE,DF,26-105,14,11,1081.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.2,1.3,8.0,22.0,1.0,0.08,0.0,0.08,0.08,0.08,0.09,0.01,0.11,0.09,0.11,West Ham
936,Saïd Benrahma,dz ALG,"FW,MF",28-228,13,5,620.0,6.9,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.8,1.0,1.4,2.5,28.0,28.0,70.0,0.0,0.15,0.15,0.0,0.15,0.27,0.21,0.47,0.15,0.36,West Ham
937,Pablo Fornals,es ESP,"MF,FW",28-032,15,4,426.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,4.0,29.0,27.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.13,0.07,0.13,West Ham
938,Ben Johnson,eng ENG,"DF,FW",24-061,10,4,424.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,10.0,12.0,23.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,West Ham
939,Angelo Ogbonna,it ITA,DF,35-307,7,3,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham
940,Łukasz Fabiański,pl POL,GK,38-342,5,3,316.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham
941,Kalvin Phillips,eng ENG,MF,28-114,6,3,271.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.1,0.1,0.0,0.1,3.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,West Ham
942,Aaron Cresswell,eng ENG,DF,34-101,6,3,242.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,3.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,West Ham
943,Danny Ings,eng ENG,FW,31-246,14,2,264.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,0.3,1.4,6.0,4.0,13.0,0.34,0.0,0.34,0.34,0.34,0.38,0.09,0.47,0.38,0.47,West Ham
944,Maxwel Cornet,ci CIV,"MF,FW",27-180,5,1,105.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,3.0,2.0,7.0,0.86,0.0,0.86,0.86,0.86,0.34,0.14,0.49,0.34,0.49,West Ham
945,Divin Mubama,eng ENG,FW,19-152,5,0,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,West Ham
946,Thilo Kehrer,de GER,"DF,MF",27-186,4,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham
947,Joseph Anang,eng ENG,GK,23-291,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Ham
948,Kaelan Casey,eng ENG,DF,19-149,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Ham
949,Conor Coventry,ie IRL,MF,24-000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Ham
950,George Earthy,eng ENG,MF,19-202,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Ham
951,Levi Laing,eng ENG,DF,21-013,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Ham
952,Callum Marshall,nir NIR,DF,19-118,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Ham
953,Lewis Orford,eng ENG,MF,18-036,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Ham
954,Oliver Scarles,eng ENG,DF,18-104,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Ham
955,Pascal Groß,de GER,"MF,DF",32-284,26,24,2214.0,24.6,4.0,10.0,14.0,3.0,1.0,1.0,4.0,0.0,5.3,4.6,6.8,11.4,60.0,222.0,133.0,0.16,0.41,0.57,0.12,0.53,0.22,0.28,0.49,0.19,0.46,Brighton
956,Lewis Dunk,eng ENG,DF,32-125,24,24,2104.0,23.4,3.0,1.0,4.0,3.0,0.0,0.0,6.0,1.0,2.9,2.9,0.8,3.7,29.0,131.0,11.0,0.13,0.04,0.17,0.13,0.17,0.12,0.03,0.16,0.12,0.16,Brighton
957,Jan Paul van Hecke,nl NED,DF,23-291,23,21,1919.0,21.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,0.8,1.9,23.0,137.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Brighton
958,Billy Gilmour,sct SCO,MF,22-288,25,20,1778.0,19.8,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.9,0.9,2.0,2.9,33.0,165.0,32.0,0.0,0.05,0.05,0.0,0.05,0.04,0.1,0.15,0.04,0.15,Brighton
959,Simon Adingra,ci CIV,FW,22-084,21,16,1446.0,16.1,6.0,1.0,7.0,6.0,0.0,0.0,2.0,0.0,3.1,3.1,2.3,5.4,72.0,32.0,199.0,0.37,0.06,0.44,0.37,0.44,0.19,0.14,0.34,0.19,0.34,Brighton
960,Kaoru Mitoma,jp JPN,FW,26-310,19,15,1486.0,16.5,3.0,4.0,7.0,3.0,0.0,0.0,4.0,0.0,3.5,3.5,2.7,6.2,121.0,64.0,239.0,0.18,0.24,0.42,0.18,0.42,0.21,0.16,0.37,0.21,0.37,Brighton
961,Evan Ferguson,ie IRL,FW,19-158,26,15,1359.0,15.1,6.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,4.6,4.6,0.5,5.1,13.0,15.0,62.0,0.4,0.0,0.4,0.4,0.4,0.31,0.04,0.34,0.31,0.34,Brighton
962,Jason Steele,eng ENG,GK,33-220,15,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton
963,Danny Welbeck,eng ENG,"FW,MF",33-120,19,14,1028.0,11.4,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,3.6,3.6,1.3,4.8,20.0,28.0,64.0,0.26,0.09,0.35,0.26,0.35,0.31,0.11,0.42,0.31,0.42,Brighton
964,Bart Verbruggen,nl NED,GK,21-220,13,13,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton
965,João Pedro,br BRA,"FW,MF",22-181,23,12,1392.0,15.5,8.0,2.0,10.0,4.0,4.0,4.0,2.0,0.0,8.4,5.2,2.3,7.5,54.0,64.0,152.0,0.52,0.13,0.65,0.26,0.39,0.54,0.15,0.69,0.34,0.49,Brighton
966,Pervis Estupiñán,ec ECU,DF,26-064,16,12,1052.0,11.7,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.9,0.9,3.4,4.3,41.0,74.0,76.0,0.17,0.26,0.43,0.17,0.43,0.08,0.29,0.37,0.08,0.37,Brighton
967,Facundo Buonanotte,ar ARG,"MF,FW",19-093,19,12,943.0,10.5,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,1.9,1.9,1.7,3.6,13.0,25.0,50.0,0.29,0.1,0.38,0.29,0.38,0.18,0.16,0.35,0.18,0.35,Brighton
968,Joël Veltman,nl NED,DF,32-070,20,11,1132.0,12.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,0.5,20.0,71.0,39.0,0.0,0.08,0.08,0.0,0.08,0.01,0.03,0.04,0.01,0.04,Brighton
969,Igor,br BRA,DF,26-047,16,11,1001.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.3,0.4,19.0,77.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Brighton
970,James Milner,eng ENG,"DF,MF",38-081,15,11,773.0,8.6,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.8,2.0,11.0,69.0,73.0,0.0,0.23,0.23,0.0,0.23,0.03,0.21,0.24,0.03,0.24,Brighton
971,Adam Lallana,eng ENG,MF,35-320,20,10,664.0,7.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.6,1.9,6.0,29.0,44.0,0.0,0.14,0.14,0.0,0.14,0.04,0.21,0.25,0.04,0.25,Brighton
972,Adam Webster,eng ENG,DF,29-081,10,9,767.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,11.0,65.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,Brighton
973,Carlos Baleba,cm CMR,MF,20-082,17,9,764.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,0.2,0.7,6.0,33.0,5.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.08,0.07,0.08,Brighton
974,Jack Hinshelwood,eng ENG,DF,18-349,12,8,869.0,9.7,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.9,1.9,0.7,2.5,16.0,19.0,38.0,0.31,0.0,0.31,0.31,0.31,0.19,0.07,0.26,0.19,0.26,Brighton
975,Tariq Lamptey,gh GHA,"DF,FW",23-177,13,7,593.0,6.6,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.6,1.0,26.0,14.0,47.0,0.0,0.46,0.46,0.0,0.46,0.06,0.09,0.15,0.06,0.15,Brighton
976,Solly March,eng ENG,"FW,DF",29-249,7,7,554.0,6.2,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.9,14.0,24.0,44.0,0.49,0.16,0.65,0.49,0.65,0.32,0.16,0.47,0.32,0.47,Brighton
977,Mahmoud Dahoud,de GER,MF,28-084,9,6,452.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.2,0.9,1.1,4.0,11.0,6.0,0.0,0.2,0.2,0.0,0.2,0.04,0.18,0.22,0.04,0.22,Brighton
978,Ansu Fati,es ESP,"MF,FW",21-146,15,3,476.0,5.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,3.3,3.3,0.8,4.1,14.0,25.0,40.0,0.38,0.0,0.38,0.38,0.38,0.62,0.15,0.77,0.62,0.77,Brighton
979,Julio Enciso,py PAR,"MF,FW",20-062,5,2,147.0,1.6,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.8,1.2,7.0,0.0,12.0,0.0,1.22,1.22,0.0,1.22,0.27,0.47,0.75,0.27,0.75,Brighton
980,Jakub Moder,pl POL,"MF,DF",24-353,9,1,221.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,4.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.13,0.05,0.17,0.13,0.17,Brighton
981,Benicio Boaitey,eng ENG,"DF,FW",20-076,4,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton
982,Steven Alzate,co COL,MF,25-199,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brighton
983,Valentín Barco,ar ARG,DF,19-246,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brighton
984,Luca Barrington,eng ENG,MF,19-104,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brighton
985,Josh Duffus,eng ENG,MF,19-101,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brighton
986,Ben Jackson,eng ENG,DF,20-204,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brighton
987,Leigh Kavanagh,ie IRL,DF,20-089,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brighton
988,Mark O'Mahony,ie IRL,FW,19-071,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brighton
989,Cameron Peupion,au AUS,MF,21-184,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brighton
990,Imari Samuels,eng ENG,DF,21-049,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brighton
991,Max Kilman,eng ENG,DF,26-307,28,28,2520.0,28.0,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,1.6,1.6,0.7,2.4,21.0,93.0,3.0,0.07,0.0,0.07,0.07,0.07,0.06,0.03,0.08,0.06,0.08,Wolves
992,Nélson Semedo,pt POR,"DF,MF",30-130,27,27,2347.0,26.1,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.9,0.9,1.1,2.0,79.0,110.0,113.0,0.0,0.04,0.04,0.0,0.04,0.03,0.04,0.08,0.03,0.08,Wolves
993,José Sá,pt POR,GK,31-068,26,26,2227.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves
994,Craig Dawson,eng ENG,DF,33-324,25,25,2209.0,24.5,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.5,1.5,1.4,2.9,1.0,49.0,4.0,0.04,0.04,0.08,0.04,0.08,0.06,0.06,0.12,0.06,0.12,Wolves
995,Mario Lemina,ga GAB,MF,30-206,25,25,2179.0,24.2,4.0,0.0,4.0,4.0,0.0,0.0,10.0,1.0,4.1,4.1,0.8,4.8,25.0,58.0,39.0,0.17,0.0,0.17,0.17,0.17,0.17,0.03,0.2,0.17,0.2,Wolves
996,Matheus Cunha,br BRA,"FW,MF",24-303,24,24,1961.0,21.8,9.0,6.0,15.0,8.0,1.0,1.0,5.0,0.0,8.2,7.4,3.1,10.5,93.0,60.0,108.0,0.41,0.28,0.69,0.37,0.64,0.38,0.14,0.52,0.34,0.48,Wolves
997,João Gomes,br BRA,MF,23-042,24,22,1815.0,20.2,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,1.1,1.1,1.0,2.1,13.0,73.0,21.0,0.1,0.05,0.15,0.1,0.15,0.05,0.05,0.1,0.05,0.1,Wolves
998,Toti Gomes,pt POR,DF,25-069,25,21,1874.0,20.8,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.1,2.0,15.0,67.0,7.0,0.0,0.14,0.14,0.0,0.14,0.05,0.05,0.1,0.05,0.1,Wolves
999,Rayan Aït-Nouri,dz ALG,"DF,MF",22-293,24,21,1705.0,18.9,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.9,1.9,1.9,3.8,51.0,84.0,78.0,0.05,0.05,0.11,0.05,0.11,0.1,0.1,0.2,0.1,0.2,Wolves
1000,Hwang Hee-chan,kr KOR,"FW,MF",28-059,22,19,1620.0,18.0,10.0,3.0,13.0,9.0,1.0,1.0,4.0,0.0,6.3,5.6,2.9,8.5,30.0,29.0,93.0,0.56,0.17,0.72,0.5,0.67,0.35,0.16,0.52,0.31,0.47,Wolves
1001,Pedro Neto,pt POR,"FW,MF",24-016,19,18,1503.0,16.7,2.0,9.0,11.0,2.0,0.0,0.0,4.0,0.0,3.4,3.4,4.4,7.9,97.0,54.0,148.0,0.12,0.54,0.66,0.12,0.66,0.21,0.27,0.47,0.21,0.47,Wolves
1002,Pablo Sarabia,es ESP,"MF,FW",31-319,21,15,1273.0,14.1,3.0,6.0,9.0,2.0,1.0,1.0,1.0,0.0,3.6,2.8,5.2,8.0,33.0,86.0,105.0,0.21,0.42,0.64,0.14,0.57,0.26,0.37,0.62,0.2,0.57,Wolves
1003,Jean-Ricner Bellegarde,fr FRA,"MF,FW",25-272,19,9,806.0,9.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1.4,1.4,0.8,2.2,25.0,37.0,43.0,0.22,0.11,0.33,0.22,0.33,0.15,0.09,0.25,0.15,0.25,Wolves
1004,Tommy Doyle,eng ENG,MF,22-160,19,6,813.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,11.0,53.0,9.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Wolves
1005,Hugo Bueno,es ESP,"DF,MF",21-189,14,4,432.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.5,0.8,12.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.16,0.05,0.16,Wolves
1006,Matt Doherty,ie IRL,"DF,MF",32-069,21,3,593.0,6.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.7,1.3,7.0,15.0,36.0,0.15,0.0,0.15,0.15,0.15,0.08,0.11,0.19,0.08,0.19,Wolves
1007,Boubacar Traoré,ml MLI,"MF,FW",22-218,14,3,403.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.2,4.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.05,0.02,0.05,Wolves
1008,Santiago Bueno,uy URU,DF,25-137,4,3,291.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves
1009,Fábio Silva,pt POR,FW,21-250,8,3,264.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.2,1.2,5.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.35,0.07,0.42,0.35,0.42,Wolves
1010,Daniel Bentley,eng ENG,GK,30-256,4,2,293.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves
1011,Matheus Nunes,pt POR,MF,25-211,2,2,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.1,0.2,7.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,Wolves
1012,Nathan Fraser,ie IRL,FW,19-032,4,1,175.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.3,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.14,0.04,0.18,0.14,0.18,Wolves
