Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Team
361,Sam Johnstone,eng ENG,GK,31-001,20.0,640,539,637,3,0,0,640,0,0,,0,,350,2039,1281,0,0,0,0,0,287,0,Crystal Palace
362,Joel Ward,eng ENG,DF,34-149,18.8,1007,86,366,465,184,10,1007,10,6,60.0,4,40.0,418,1697,877,16,9,0,8,2,520,14,Crystal Palace
363,Odsonne Édouard,fr FRA,"FW,MF",26-070,15.9,531,18,57,196,288,86,531,43,15,34.9,21,48.8,303,1587,832,31,16,23,49,23,365,87,Crystal Palace
364,Jeffrey Schlupp,gh GHA,"FW,MF",31-094,13.6,470,21,102,216,159,24,470,34,14,41.2,16,47.1,257,1138,556,18,10,5,36,21,298,37,Crystal Palace
365,Chris Richards,us USA,"DF,MF",23-364,16.3,753,114,356,342,59,11,753,0,0,,0,,337,1422,535,0,5,0,5,3,394,1,Crystal Palace
366,Jean-Philippe Mateta,fr FRA,FW,26-272,16.7,484,9,43,199,255,64,482,47,19,40.4,24,51.1,298,1476,478,20,11,10,68,55,353,86,Crystal Palace
367,Eberechi Eze,eng ENG,"MF,FW",25-271,14.6,799,8,76,313,425,63,798,84,44,52.4,36,42.9,492,3077,1407,43,41,24,42,28,542,75,Crystal Palace
368,Will Hughes,eng ENG,MF,28-344,14.6,725,39,152,424,154,8,725,11,7,63.6,3,27.3,303,1236,580,9,10,0,14,21,383,8,Crystal Palace
369,Cheick Doucouré,ml MLI,MF,24-078,10.2,545,25,145,312,97,7,545,13,10,76.9,3,23.1,276,1153,579,9,9,1,16,8,318,5,Crystal Palace
370,Michael Olise,fr FRA,"FW,MF",22-105,8.4,563,10,75,219,278,47,562,46,27,58.7,12,26.1,343,2321,1253,35,25,17,24,22,394,82,Crystal Palace
371,Dean Henderson,eng ENG,GK,27-014,8.0,261,236,261,0,0,0,261,0,0,,0,,140,835,303,0,0,0,1,0,116,0,Crystal Palace
372,Nathaniel Clyne,eng ENG,DF,32-356,8.0,394,21,134,162,102,5,394,9,4,44.4,5,55.6,145,726,344,8,9,0,8,0,185,15,Crystal Palace
373,Daniel Muñoz,co COL,"DF,MF",27-305,6.0,313,29,98,126,91,12,313,12,7,58.3,4,33.3,125,524,254,6,3,1,5,1,153,28,Crystal Palace
374,Adam Wharton,eng ENG,MF,19-298,5.1,223,12,58,102,64,3,223,2,0,0.0,1,50.0,95,342,171,4,4,0,4,3,121,2,Crystal Palace
375,Jaïro Riedewald,nl NED,"MF,FW",27-199,2.0,77,1,18,38,22,4,77,2,1,50.0,1,50.0,34,104,46,2,0,1,3,2,46,1,Crystal Palace
376,Matheus França,br BRA,"MF,FW",19-360,2.6,119,3,31,45,51,9,119,14,4,28.6,9,64.3,81,722,372,12,11,5,4,7,73,12,Crystal Palace
377,Naouirou Ahamada,fr FRA,"MF,FW",21-363,2.6,144,3,29,57,60,6,144,9,5,55.6,3,33.3,94,687,347,15,6,3,6,7,99,17,Crystal Palace
378,Jesurun Rak Sakyi,eng ENG,"MF,FW",21-173,1.5,77,1,10,19,48,13,77,10,4,40.0,5,50.0,46,252,145,7,3,5,4,3,54,18,Crystal Palace
379,David Ozoh,eng ENG,MF,18-300,1.5,64,1,18,36,11,0,64,3,1,33.3,2,66.7,31,141,36,2,2,0,2,4,35,3,Crystal Palace
380,James Tomkins,eng ENG,DF,34-363,0.1,14,2,8,5,1,0,14,0,0,,0,,3,11,5,0,0,0,0,0,4,0,Crystal Palace
381,Remi Matthews,eng ENG,GK,30-045,0.0,6,5,6,0,0,0,6,0,0,,0,,2,18,0,0,0,0,0,0,1,0,Crystal Palace
382,Mark Flekken,nl NED,GK,30-287,27.5,1286,988,1224,62,0,0,1286,4,3,75.0,1,25.0,714,3913,2214,0,0,0,0,0,650,0,Brentford
383,Vitaly Janelt,de GER,"MF,DF",25-321,25.7,1253,79,381,559,326,58,1253,11,4,36.4,6,54.5,643,2559,1120,19,17,2,23,9,777,69,Brentford
384,Christian Nørgaard,dk DEN,MF,30-016,24.2,1595,86,448,821,334,51,1595,10,6,60.0,4,40.0,733,2824,1361,11,21,3,21,12,925,39,Brentford
385,Ethan Pinnock,jm JAM,DF,30-302,23.0,1482,254,844,546,99,38,1482,9,6,66.7,2,22.2,761,4188,2554,10,4,1,4,3,867,15,Brentford
386,Yoane Wissa,cd COD,FW,27-205,21.1,545,15,85,213,263,89,545,36,14,38.9,15,41.7,297,1905,1028,34,23,17,41,17,342,106,Brentford
387,Nathan Collins,ie IRL,DF,22-331,21.5,1431,240,803,523,109,38,1431,14,10,71.4,2,14.3,741,3439,1877,6,11,0,15,6,857,14,Brentford
388,Mathias Jensen,dk DEN,MF,28-085,17.7,1048,37,213,509,333,15,1048,32,12,37.5,17,53.1,448,2014,817,12,12,3,26,13,549,47,Brentford
389,Mads Roerslev,dk DEN,DF,24-276,16.3,736,81,279,260,202,17,736,25,9,36.0,14,56.0,336,1516,679,14,10,4,16,11,390,69,Brentford
390,Bryan Mbeumo,cm CMR,FW,24-232,14.4,718,16,75,241,408,77,715,43,12,27.9,23,53.5,428,2807,1356,51,34,25,39,21,487,134,Brentford
391,Ben Mee,eng ENG,DF,34-187,14.1,829,109,388,364,79,25,829,6,3,50.0,3,50.0,388,1958,1150,11,4,1,9,7,447,9,Brentford
392,Kristoffer Ajer,no NOR,DF,25-344,14.4,744,80,310,332,105,37,744,9,7,77.8,2,22.2,330,1806,1132,18,9,4,13,5,408,28,Brentford
393,Neal Maupay,fr FRA,FW,27-225,13.4,482,6,54,195,242,66,482,31,9,29.0,18,58.1,266,1337,540,20,20,12,26,23,345,85,Brentford
394,Frank Onyeka,ng NGA,MF,26-085,12.7,560,31,125,274,171,27,560,29,11,37.9,14,48.3,310,1563,571,16,14,4,32,11,321,39,Brentford
395,Keane Lewis-Potter,eng ENG,"FW,DF",23-033,11.5,442,23,73,132,241,52,442,41,14,34.1,23,56.1,260,1957,1086,36,20,13,26,12,304,100,Brentford
396,Ivan Toney,eng ENG,FW,28-010,10.0,405,11,52,180,178,42,405,15,5,33.3,8,53.3,230,1032,547,14,9,8,40,13,299,66,Brentford
397,Aaron Hickey,sct SCO,DF,21-290,7.9,356,25,132,155,76,7,356,14,5,35.7,5,35.7,212,1107,505,9,3,1,14,5,225,13,Brentford
398,Saman Ghoddos,ir IRN,DF,30-202,7.9,518,11,137,209,176,10,518,13,3,23.1,8,61.5,269,1311,665,20,12,2,9,4,297,30,Brentford
399,Mathias Jørgensen,dk DEN,DF,33-338,7.1,418,44,165,218,36,7,418,2,2,100.0,0,0.0,162,714,398,3,4,0,2,1,221,2,Brentford
400,Sergio Reguilón,es ESP,DF,27-101,5.7,284,22,99,96,96,13,284,11,3,27.3,7,63.6,108,649,275,9,8,1,13,3,131,18,Brentford
401,Rico Henry,eng ENG,DF,26-262,4.5,227,14,78,93,59,7,227,10,7,70.0,1,10.0,115,698,372,13,3,3,8,7,126,12,Brentford
402,Yehor Yarmoliuk,ua UKR,MF,20-025,5.2,262,8,48,112,104,9,262,17,12,70.6,4,23.5,134,742,290,7,3,1,10,6,141,21,Brentford
403,Kevin Schade,de GER,"FW,MF",22-120,2.9,108,2,11,46,51,12,108,10,1,10.0,9,90.0,60,417,142,3,2,3,12,3,72,18,Brentford
404,Mikkel Damsgaard,dk DEN,MF,23-267,4.0,267,9,54,127,89,8,267,8,4,50.0,4,50.0,148,704,353,6,4,1,9,5,173,18,Brentford
405,Shandon Baptiste,gd GRN,MF,25-353,2.5,130,7,41,57,34,6,130,11,6,54.5,5,45.5,64,322,170,3,1,0,8,0,69,1,Brentford
406,Thomas Strakosha,al ALB,GK,29-007,1.5,75,62,74,1,0,0,75,0,0,,0,,35,156,88,0,0,0,0,0,32,0,Brentford
407,Michael Olakigbe,eng ENG,"DF,FW",19-336,0.7,70,0,11,21,38,10,70,11,3,27.3,7,63.6,42,437,229,10,5,3,4,1,48,17,Brentford
408,Josh Dasilva,eng ENG,"DF,FW",25-155,0.3,26,1,1,6,19,6,26,4,2,50.0,2,50.0,17,153,69,2,0,2,2,4,17,5,Brentford
409,Myles Peart-Harris,eng ENG,"DF,MF",21-190,0.1,11,0,1,3,7,1,11,0,0,,0,,8,64,37,2,1,0,0,2,8,1,Brentford
410,Jordan Pickford,eng ENG,GK,30-019,28.0,1224,794,1129,100,0,0,1224,0,0,,0,,678,4468,3013,1,0,0,0,0,566,0,Everton
411,James Tarkowski,eng ENG,DF,31-128,28.0,1522,261,732,663,137,65,1522,17,13,76.5,4,23.5,709,3866,2399,14,8,0,11,14,819,17,Everton
412,James Garner,eng ENG,MF,23-013,25.7,1265,70,245,612,422,28,1265,31,16,51.6,12,38.7,584,2956,1174,25,28,3,28,10,655,55,Everton
413,Jarrad Branthwaite,eng ENG,DF,21-273,25.0,1300,212,697,568,39,25,1300,7,5,71.4,1,14.3,575,2420,1163,2,5,1,12,0,654,4,Everton
414,Vitaliy Mykolenko,ua UKR,DF,24-302,22.9,1252,97,441,511,312,27,1252,27,16,59.3,10,37.0,512,2112,874,12,20,0,31,11,580,59,Everton
415,Dwight McNeil,eng ENG,"MF,FW",24-125,22.4,1110,29,167,468,498,54,1110,45,21,46.7,23,51.1,633,4180,1785,63,42,14,39,47,708,96,Everton
416,Abdoulaye Doucouré,ml MLI,"FW,MF",31-085,20.4,826,21,121,365,350,76,826,34,16,47.1,17,50.0,450,2415,1323,39,29,12,51,26,551,108,Everton
417,Jack Harrison,eng ENG,"MF,FW",27-127,19.2,702,20,118,259,338,46,702,55,21,38.2,29,52.7,406,2562,1261,51,27,10,55,30,432,106,Everton
418,Dominic Calvert-Lewin,eng ENG,FW,27-010,17.6,539,34,53,213,276,91,539,24,7,29.2,16,66.7,259,1541,564,24,15,15,48,20,416,82,Everton
419,Ashley Young,eng ENG,"DF,MF",38-261,17.0,888,45,242,378,277,10,888,16,7,43.8,8,50.0,417,2167,1108,28,18,2,8,9,444,39,Everton
420,Amadou Onana,be BEL,MF,22-223,18.5,1009,41,224,568,225,24,1009,22,8,36.4,7,31.8,526,2362,1133,18,26,3,16,7,664,34,Everton
421,Idrissa Gana Gueye,sn SEN,MF,34-182,14.5,754,31,167,407,191,16,754,16,8,50.0,8,50.0,415,2019,917,20,17,1,10,16,455,32,Everton
422,Nathan Patterson,sct SCO,DF,22-162,10.7,636,47,194,262,186,8,636,17,6,35.3,10,58.8,277,1192,620,17,12,4,19,6,315,32,Everton
423,Ben Godfrey,eng ENG,DF,26-071,7.4,413,37,133,164,118,15,413,13,4,30.8,9,69.2,165,858,446,8,11,0,7,5,184,21,Everton
424,Beto,gw GNB,FW,26-055,8.3,301,12,23,115,167,47,300,29,13,44.8,13,44.8,147,776,316,11,8,9,35,18,203,46,Everton
425,Arnaut Danjuma,nl NED,"MF,FW",27-055,6.6,223,4,23,77,127,32,223,21,8,38.1,11,52.4,147,1182,599,24,15,11,10,7,147,44,Everton
426,Michael Keane,eng ENG,DF,31-075,4.5,241,35,113,107,22,10,241,1,1,100.0,0,0.0,137,513,234,3,1,0,2,3,151,2,Everton
427,Séamus Coleman,ie IRL,DF,35-167,2.6,133,16,45,53,36,1,133,4,3,75.0,1,25.0,62,308,124,1,2,0,4,3,64,7,Everton
428,Alex Iwobi,ng NGA,MF,27-328,1.6,58,0,5,17,38,3,58,4,3,75.0,1,25.0,33,316,221,6,5,2,3,1,34,8,Everton
429,Lewis Dobbin,eng ENG,MF,21-083,2.3,111,0,22,34,59,11,111,19,6,31.6,13,68.4,79,551,191,6,10,4,11,5,70,16,Everton
430,André Gomes,pt POR,"MF,FW",30-240,2.2,120,4,13,57,51,7,120,1,1,100.0,0,0.0,60,300,142,5,3,3,4,2,81,19,Everton
431,Neal Maupay,fr FRA,FW,27-225,1.2,40,1,1,21,19,8,40,0,0,,0,,20,89,34,1,1,1,6,3,28,6,Everton
432,Youssef Chermiti,pt POR,FW,19-307,0.8,42,0,4,14,24,7,42,4,0,0.0,4,100.0,21,101,30,1,1,0,7,2,31,8,Everton
433,Thomas Cannon,ie IRL,FW,21-089,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Everton
434,Tyler Onyango,eng ENG,MF,21-022,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Everton
435,Thomas Kaminski,be BEL,GK,31-155,29.0,1226,863,1206,22,0,0,1226,2,2,100.0,0,0.0,629,3591,2002,0,0,0,1,0,517,0,Luton Town
436,Alfie Doughty,eng ENG,DF,24-096,23.7,1482,55,373,497,634,60,1482,52,27,51.9,19,36.5,660,4170,2098,72,39,24,36,11,715,126,Luton Town
437,Carlton Morris,eng ENG,"FW,MF",28-101,22.8,781,37,73,361,355,105,777,39,22,56.4,13,33.3,396,2054,784,26,21,14,40,43,586,96,Luton Town
438,Ross Barkley,eng ENG,MF,30-112,21.8,1329,53,279,733,349,32,1329,81,54,66.7,25,30.9,734,4943,2164,37,35,4,18,34,808,25,Luton Town
439,Amari'i Bell,jm JAM,DF,29-326,19.1,1070,101,480,486,117,5,1070,27,10,37.0,15,55.6,584,3640,2020,32,25,1,18,5,607,10,Luton Town
440,Teden Mengi,eng ENG,DF,21-331,20.3,955,148,477,423,61,19,955,9,5,55.6,3,33.3,427,2365,1244,9,5,1,14,4,447,1,Luton Town
441,Chiedozie Ogbene,ie IRL,"MF,DF",26-330,21.1,1013,46,193,363,487,84,1013,116,59,50.9,41,35.3,624,5761,3491,122,71,44,57,20,629,142,Luton Town
442,Issa Kaboré,bf BFA,DF,22-319,15.8,792,61,248,314,242,16,792,36,15,41.7,16,44.4,362,2582,1329,52,27,9,25,6,362,70,Luton Town
443,Gabriel Osho,ng NGA,DF,25-225,15.5,730,130,414,284,41,15,730,10,6,60.0,4,40.0,334,1597,737,4,8,0,9,10,335,0,Luton Town
444,Tom Lockyer,wls WAL,DF,29-114,13.0,586,108,316,242,32,18,586,6,4,66.7,2,33.3,269,1504,883,6,6,1,6,2,247,2,Luton Town
445,Elijah Adebayo,eng ENG,FW,26-079,12.9,395,24,46,154,200,74,395,53,14,26.4,36,67.9,220,1218,355,14,11,11,56,25,281,85,Luton Town
446,Marvelous Nakamba,zw ZIM,MF,30-067,12.6,546,30,133,320,101,3,546,10,3,30.0,5,50.0,224,1064,344,1,8,0,10,4,251,5,Luton Town
447,Reece Burke,eng ENG,DF,27-206,12.5,631,60,248,300,86,17,631,6,2,33.3,2,33.3,305,1484,877,7,7,0,10,3,337,11,Luton Town
448,Tahith Chong,nl NED,MF,24-113,14.2,532,15,92,231,219,40,532,45,13,28.9,23,51.1,335,2259,1120,37,33,8,37,27,369,70,Luton Town
449,Jacob Brown,sct SCO,"MF,FW",25-351,11.3,427,30,103,152,181,50,427,25,6,24.0,16,64.0,200,1112,504,25,14,9,24,25,237,53,Luton Town
450,Albert Sambi Lokonga,be BEL,MF,24-156,9.7,595,43,145,336,120,6,595,17,8,47.1,6,35.3,368,2054,1125,18,13,1,5,5,388,8,Luton Town
451,Andros Townsend,eng ENG,"MF,FW",32-254,9.7,442,14,64,163,221,18,442,27,13,48.1,12,44.4,251,1769,837,38,20,6,25,14,264,49,Luton Town
452,Pelly Ruddock Mpanzu,cd COD,MF,30-253,10.2,398,24,88,194,119,13,398,12,7,58.3,4,33.3,188,796,317,9,6,5,9,14,219,14,Luton Town
453,Jordan Clark,eng ENG,MF,30-186,8.3,380,17,68,192,123,20,380,26,6,23.1,15,57.7,205,1236,559,12,9,5,15,12,243,18,Luton Town
454,Ryan John Giles,eng ENG,"DF,MF",24-060,5.6,273,20,81,74,119,4,273,8,4,50.0,3,37.5,116,517,241,9,5,2,7,1,129,30,Luton Town
455,Mads Juel Andersen,dk DEN,DF,26-090,4.4,182,56,118,57,7,4,182,1,0,0.0,1,100.0,58,301,112,0,0,0,6,0,64,1,Luton Town
456,Cauley Woodrow,eng ENG,"FW,MF",29-115,3.3,139,12,28,48,64,17,139,3,2,66.7,1,33.3,77,303,102,5,2,1,5,7,105,17,Luton Town
457,Daiki Hashioka,jp JPN,DF,24-314,1.5,76,15,44,31,1,1,76,1,0,0.0,1,100.0,37,182,62,1,0,0,0,1,41,0,Luton Town
458,Luke Berry,eng ENG,"MF,DF",31-258,0.8,44,1,7,19,18,5,44,0,0,,0,,15,36,11,1,1,0,2,2,17,3,Luton Town
459,Zack Nelson,eng ENG,MF,19-184,0.0,2,0,2,0,0,0,2,0,0,,0,,1,6,0,0,0,0,1,0,1,0,Luton Town
460,Morgan Gibbs-White,eng ENG,"MF,FW",24-059,26.5,1341,20,158,606,601,80,1340,90,35,38.9,43,47.8,713,3840,1976,59,41,14,61,31,854,138,Nott'ham Forest
461,Murillo,br BRA,DF,21-266,22.2,1303,242,741,504,71,24,1303,29,17,58.6,12,41.4,699,3767,2382,18,11,2,13,12,768,7,Nott'ham Forest
462,Anthony Elanga,se SWE,"FW,MF",21-334,21.5,797,18,138,265,407,100,797,58,21,36.2,31,53.4,484,3777,2025,79,44,35,55,17,559,162,Nott'ham Forest
463,Orel Mangala,be BEL,MF,26-008,17.4,819,46,245,471,116,9,819,30,13,43.3,13,43.3,429,2097,961,13,11,1,17,18,529,14,Nott'ham Forest
464,Nicolás Domínguez,ar ARG,"MF,FW",25-272,15.0,893,34,222,452,223,31,893,16,7,43.8,8,50.0,399,1559,776,9,12,2,19,6,517,36,Nott'ham Forest
465,Matt Turner,us USA,GK,29-276,17.0,616,489,611,6,0,0,616,0,0,,0,,319,1984,1372,0,0,0,1,0,230,0,Nott'ham Forest
466,Ryan Yates,eng ENG,MF,26-126,15.8,806,42,248,386,178,31,806,8,3,37.5,4,50.0,318,1434,702,13,11,0,16,10,382,33,Nott'ham Forest
467,Harry Toffolo,eng ENG,DF,28-220,14.7,679,61,258,267,158,12,679,3,1,33.3,2,66.7,249,788,350,7,5,1,7,5,315,33,Nott'ham Forest
468,Willy Boly,ci CIV,DF,33-052,12.1,716,122,410,261,47,25,716,5,2,40.0,1,20.0,318,1440,736,4,2,1,2,1,372,2,Nott'ham Forest
469,Moussa Niakhate,sn SEN,DF,28-018,12.9,724,95,354,278,100,7,724,2,2,100.0,0,0.0,395,2035,973,12,10,1,4,1,411,6,Nott'ham Forest
470,Neco Williams,wls WAL,DF,22-348,12.9,737,52,253,295,199,19,737,38,17,44.7,16,42.1,331,2117,1122,27,14,3,27,20,330,53,Nott'ham Forest
471,Danilo,br BRA,"MF,FW",22-332,12.5,637,52,180,355,113,8,637,19,13,68.4,6,31.6,365,1750,742,14,15,1,19,6,401,18,Nott'ham Forest
472,Taiwo Awoniyi,ng NGA,FW,26-227,11.4,288,14,30,150,115,43,288,16,8,50.0,7,43.8,163,735,310,8,6,6,37,11,203,43,Nott'ham Forest
473,Ola Aina,ng NGA,DF,27-170,11.0,526,43,215,219,95,6,526,25,11,44.0,10,40.0,256,1571,934,29,16,6,12,6,275,22,Nott'ham Forest
474,Ibrahim Sangaré,ci CIV,MF,26-115,10.4,488,35,147,264,79,11,488,11,5,45.5,6,54.5,240,1090,505,5,3,0,8,6,291,7,Nott'ham Forest
475,Callum Hudson-Odoi,eng ENG,"FW,MF",23-140,12.1,542,16,91,166,298,39,542,58,33,56.9,17,29.3,367,2913,1855,64,33,19,20,18,402,99,Nott'ham Forest
476,Chris Wood,nz NZL,FW,32-110,11.5,371,25,55,178,138,48,371,9,5,55.6,2,22.2,178,527,288,10,5,6,30,11,272,41,Nott'ham Forest
477,Serge Aurier,ci CIV,"DF,MF",31-093,9.3,568,39,165,280,127,13,568,14,3,21.4,11,78.6,249,1039,532,10,15,1,9,8,347,29,Nott'ham Forest
478,Matz Sels,be BEL,GK,32-029,7.0,175,135,173,2,0,0,175,0,0,,0,,94,494,260,0,0,0,0,0,76,0,Nott'ham Forest
479,Gonzalo Montiel,ar ARG,DF,27-085,5.5,330,38,126,129,79,6,330,0,0,,0,,151,698,442,6,10,0,6,3,165,20,Nott'ham Forest
480,Andrew Omobamidele,ie IRL,DF,21-277,5.5,256,49,139,112,6,1,256,0,0,,0,,136,681,272,1,0,0,3,0,148,0,Nott'ham Forest
481,Divock Origi,be BEL,FW,28-343,5.2,168,2,16,81,75,18,168,16,6,37.5,8,50.0,103,678,307,13,6,5,15,10,126,26,Nott'ham Forest
482,Nuno Tavares,pt POR,DF,24-060,5.1,333,19,110,121,109,6,333,9,6,66.7,3,33.3,164,929,555,14,12,2,10,4,184,12,Nott'ham Forest
483,Odisseas Vlachodimos,gr GRE,GK,29-335,5.0,181,140,179,2,0,0,181,0,0,,0,,94,476,265,0,0,0,0,0,89,0,Nott'ham Forest
484,Joe Worrall,eng ENG,DF,27-076,4.9,216,55,138,72,8,7,216,0,0,,0,,105,410,111,0,0,0,0,0,124,1,Nott'ham Forest
485,Scott McKenna,sct SCO,DF,27-135,4.6,244,43,142,92,11,5,244,0,0,,0,,102,365,177,1,0,0,3,0,107,0,Nott'ham Forest
486,Felipe,br BRA,DF,34-315,3.2,179,15,94,81,5,3,179,2,1,50.0,1,50.0,106,477,253,1,1,0,2,1,109,0,Nott'ham Forest
487,Brennan Johnson,wls WAL,"FW,MF",22-308,2.6,85,2,15,38,34,9,85,7,2,28.6,3,42.9,50,372,205,8,4,3,4,2,52,14,Nott'ham Forest
488,Cheikhou Kouyaté,sn SEN,MF,34-096,2.3,108,10,30,49,29,5,108,2,1,50.0,1,50.0,37,112,46,0,1,0,3,3,48,5,Nott'ham Forest
489,Gio Reyna,us USA,"MF,FW",21-134,0.5,47,0,3,18,26,2,47,1,1,100.0,0,0.0,25,101,22,1,0,1,0,1,39,5,Nott'ham Forest
490,Andrey Santos,br BRA,MF,19-328,0.1,10,1,3,3,4,0,10,1,0,0.0,1,100.0,2,15,13,0,0,0,0,0,4,0,Nott'ham Forest
491,Brandon Aguilera,cr CRC,FW,20-272,0.1,11,1,3,4,4,0,11,0,0,,0,,4,16,12,0,1,0,0,0,6,1,Nott'ham Forest
492,Rodrigo Ribeiro,pt POR,FW,18-333,0.0,3,0,0,0,3,0,3,0,0,,0,,2,5,0,0,0,0,0,0,2,1,Nott'ham Forest
493,James Trafford,eng ENG,GK,21-168,28.0,1631,1036,1559,72,0,0,1631,2,2,100.0,0,0.0,1009,4620,2156,0,0,0,1,0,932,0,Burnley
494,Sander Berge,no NOR,MF,26-041,24.4,1308,100,349,686,286,35,1308,29,16,55.2,9,31.0,734,4341,2075,43,40,5,19,17,823,24,Burnley
495,Zeki Amdouni,ch SUI,FW,23-113,19.8,709,24,86,347,295,61,709,84,27,32.1,45,53.6,418,2936,1459,57,26,18,56,25,454,82,Burnley
496,Dara O'Shea,ie IRL,DF,25-022,24.4,1602,241,764,746,98,38,1602,2,1,50.0,1,50.0,889,4581,2825,23,9,1,8,1,1009,7,Burnley
497,Josh Brownhill,eng ENG,MF,28-098,22.5,1186,63,291,541,366,29,1186,12,6,50.0,6,50.0,488,2039,916,16,13,2,15,11,612,29,Burnley
498,Charlie Taylor,eng ENG,DF,30-190,20.1,1228,91,410,544,283,10,1228,13,7,53.8,5,38.5,601,2566,1166,24,15,3,13,9,694,53,Burnley
499,Vitinho,br BRA,"DF,MF",24-247,18.8,978,54,287,409,288,37,978,41,22,53.7,14,34.1,482,3120,1676,48,29,15,26,20,507,82,Burnley
500,Wilson Odobert,fr FRA,"MF,FW",19-119,14.7,492,18,88,165,253,62,492,75,36,48.0,33,44.0,325,2865,1811,65,35,30,29,16,330,78,Burnley
501,Jordan Beyer,de GER,DF,23-312,13.7,1022,159,570,429,26,8,1022,7,4,57.1,2,28.6,624,3314,2089,9,11,0,5,1,678,1,Burnley
502,Josh Cullen,ie IRL,MF,27-354,14.0,934,40,215,542,188,9,934,10,2,20.0,3,30.0,539,1915,850,11,9,2,4,9,632,13,Burnley
503,Lyle Foster,za RSA,FW,23-205,12.6,403,26,57,184,168,44,403,20,10,50.0,8,40.0,225,1459,751,32,19,20,40,21,273,50,Burnley
504,Luca Koleosho,it ITA,"MF,FW",19-193,10.8,416,5,33,149,240,52,416,78,33,42.3,39,50.0,299,2603,1383,53,37,29,22,14,313,82,Burnley
505,Ameen Al-Dakhil,be BEL,DF,22-020,11.7,749,83,355,339,58,10,749,5,3,60.0,2,40.0,491,2471,1351,7,9,0,8,6,495,9,Burnley
506,Jóhann Berg Guðmundsson,is ISL,MF,33-151,11.7,550,22,95,249,210,21,550,14,4,28.6,6,42.9,315,1462,470,9,13,2,18,12,350,55,Burnley
507,Connor Roberts,wls WAL,DF,28-185,9.1,557,28,182,259,120,6,557,2,0,0.0,2,100.0,309,1163,620,6,10,0,3,1,358,13,Burnley
508,Jay Rodriguez,eng ENG,FW,34-241,8.1,274,11,44,145,85,22,273,6,4,66.7,2,33.3,133,381,113,1,3,0,18,4,191,23,Burnley
509,Jacob Bruun Larsen,dk DEN,"MF,FW",25-189,7.4,409,6,40,139,235,53,408,35,12,34.3,19,54.3,240,1464,801,37,12,20,17,7,266,97,Burnley
510,Lorenz Assignon,tg TOG,DF,23-278,6.9,307,19,107,114,92,7,307,17,7,41.2,9,52.9,125,785,437,14,4,3,9,9,130,21,Burnley
511,David Datro Fofana,ci CIV,FW,21-095,6.6,188,7,20,72,98,30,188,27,14,51.9,11,40.7,120,741,329,14,5,8,26,16,134,26,Burnley
512,Maxime Estève,fr FRA,DF,21-305,6.1,381,36,180,188,13,2,381,1,1,100.0,0,0.0,211,1111,673,3,5,0,4,1,228,1,Burnley
513,Hannes Delcroix,be BEL,DF,25-027,6.5,419,42,175,204,40,4,419,6,3,50.0,2,33.3,241,847,451,2,2,0,5,3,268,6,Burnley
514,Aaron Ramsey,eng ENG,"MF,FW",21-065,5.9,228,15,63,102,65,9,228,10,3,30.0,6,60.0,117,514,168,8,5,4,11,10,142,17,Burnley
515,Hjalmar Ekdal,se SWE,DF,25-157,3.6,189,27,93,88,9,3,189,0,0,,0,,95,654,393,2,1,0,0,0,110,0,Burnley
516,Mike Trésor,be BEL,"FW,MF",24-303,4.5,226,7,48,70,115,6,226,19,10,52.6,9,47.4,129,710,389,14,7,3,7,6,143,29,Burnley
517,Anass Zaroury,ma MAR,"FW,MF",23-140,1.7,87,1,12,39,37,4,87,6,2,33.3,3,50.0,60,362,91,2,2,0,3,2,68,12,Burnley
518,Benson Manuel,be BEL,"MF,FW",26-364,1.0,66,0,8,16,42,3,66,10,4,40.0,5,50.0,50,413,177,5,7,0,3,3,55,13,Burnley
519,Arijanet Muric,xk KVX,GK,25-140,1.0,43,19,36,7,0,0,43,0,0,,0,,26,120,36,0,0,0,0,0,20,0,Burnley
520,Nathan Redmond,eng ENG,"FW,MF",30-020,1.6,88,3,10,31,50,9,88,6,4,66.7,2,33.3,57,435,291,7,5,1,1,2,67,22,Burnley
521,Michael Obafemi,ie IRL,"FW,MF",23-264,0.2,9,0,0,3,6,4,9,3,3,100.0,0,0.0,6,32,11,0,0,0,0,1,6,3,Burnley
522,Jack Cork,eng ENG,MF,34-275,0.2,27,0,4,16,8,1,27,0,0,,0,,18,119,75,3,1,0,0,0,21,1,Burnley
523,Han-Noah Massengo,fr FRA,"MF,DF",22-263,0.2,16,0,5,6,5,0,16,0,0,,0,,6,34,16,2,1,0,1,0,7,0,Burnley
524,Jack Robinson,eng ENG,DF,30-207,25.8,1258,208,667,466,132,24,1258,10,4,40.0,3,30.0,554,2340,1090,4,4,1,14,1,606,9,Sheffield Utd
525,Vinicius Souza,br BRA,MF,24-283,24.1,1131,100,369,608,166,27,1131,24,15,62.5,7,29.2,481,2231,827,6,6,4,29,21,580,17,Sheffield Utd
