Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Team
780,Toti Gomes,pt POR,DF,25-069,20.8,17,0.82,13,1,1,2,0,0,3,0.14,3,0,0,0,0,0,Wolves
781,Rayan Aït-Nouri,dz ALG,"DF,MF",22-293,18.9,47,2.48,34,7,1,2,3,0,2,0.11,1,0,0,0,1,0,Wolves
782,Hwang Hee-chan,kr KOR,"FW,MF",28-059,18.0,39,2.17,25,0,7,3,3,1,9,0.5,4,0,3,1,1,0,Wolves
783,Pedro Neto,pt POR,"FW,MF",24-016,16.7,74,4.43,41,15,8,4,6,0,14,0.84,8,2,2,1,1,0,Wolves
784,Pablo Sarabia,es ESP,"MF,FW",31-319,14.1,67,4.74,39,19,2,3,4,0,10,0.71,7,3,0,0,0,0,Wolves
785,Jean-Ricner Bellegarde,fr FRA,"MF,FW",25-272,9.0,28,3.12,19,2,5,1,1,0,2,0.22,1,0,1,0,0,0,Wolves
786,Tommy Doyle,eng ENG,MF,22-160,9.0,15,1.66,11,4,0,0,0,0,4,0.44,3,1,0,0,0,0,Wolves
787,Hugo Bueno,es ESP,"DF,MF",21-189,4.8,15,3.15,12,0,1,1,1,0,2,0.42,2,0,0,0,0,0,Wolves
788,Matt Doherty,ie IRL,"DF,MF",32-069,6.6,8,1.21,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Wolves
789,Boubacar Traoré,ml MLI,"MF,FW",22-218,4.5,9,2.0,8,0,1,0,0,0,2,0.45,2,0,0,0,0,0,Wolves
790,Santiago Bueno,uy URU,DF,25-137,3.2,1,0.31,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Wolves
791,Fábio Silva,pt POR,FW,21-250,2.9,9,3.08,6,0,1,1,1,0,0,0.0,0,0,0,0,0,0,Wolves
792,Daniel Bentley,eng ENG,GK,30-256,3.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Wolves
793,Matheus Nunes,pt POR,MF,25-211,2.0,7,3.52,5,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Wolves
794,Nathan Fraser,ie IRL,FW,19-032,1.9,6,3.1,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Wolves
795,Sasa Kalajdzic,at AUT,FW,26-262,1.8,5,2.71,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Wolves
796,Tawanda Chirewa,eng ENG,"MF,FW",20-166,0.1,1,6.92,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Wolves
797,Jonny Castro,es ESP,MF,30-022,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Wolves
798,Fabian Schär,ch SUI,DF,32-096,27.1,40,1.47,28,1,2,3,5,1,11,0.41,7,0,0,0,3,1,Newcastle Utd
799,Bruno Guimarães,br BRA,MF,26-130,26.3,84,3.2,62,4,9,2,4,3,13,0.49,8,0,3,1,1,0,Newcastle Utd
800,Anthony Gordon,eng ENG,FW,23-030,24.3,87,3.58,63,0,6,8,8,2,15,0.62,7,0,3,3,2,0,Newcastle Utd
801,Kieran Trippier,eng ENG,DF,33-188,24.0,99,4.12,67,27,1,0,2,2,11,0.46,7,3,0,0,0,1,Newcastle Utd
802,Miguel Almirón,py PAR,FW,30-044,20.4,48,2.35,37,1,3,6,1,0,4,0.2,2,1,0,1,0,0,Newcastle Utd
803,Dan Burn,eng ENG,DF,31-321,20.3,22,1.08,17,2,1,2,0,0,3,0.15,2,0,0,1,0,0,Newcastle Utd
804,Sean Longstaff,eng ENG,MF,26-147,21.1,34,1.61,27,1,1,2,3,0,7,0.33,3,1,1,1,1,0,Newcastle Utd
805,Alexander Isak,se SWE,FW,24-186,15.6,37,2.37,21,0,8,5,3,0,2,0.13,0,0,1,0,1,0,Newcastle Utd
806,Sven Botman,nl NED,DF,24-073,15.3,14,0.92,12,0,0,2,0,0,3,0.2,3,0,0,0,0,0,Newcastle Utd
807,Nick Pope,eng ENG,GK,31-341,13.9,1,0.07,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Newcastle Utd
808,Lewis Miley,eng ENG,MF,17-329,13.4,31,2.32,24,0,2,3,0,2,5,0.37,4,0,0,0,0,1,Newcastle Utd
809,Joelinton,br BRA,"MF,FW",27-224,12.6,39,3.1,30,0,6,3,0,0,3,0.24,2,0,0,1,0,0,Newcastle Utd
810,Martin Dúbravka,sk SVK,GK,35-070,13.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Newcastle Utd
811,Jamaal Lascelles,eng ENG,DF,30-135,11.8,8,0.68,7,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Newcastle Utd
812,Valentino Livramento,eng ENG,DF,21-134,10.8,23,2.13,18,0,2,0,2,1,3,0.28,2,0,1,0,0,0,Newcastle Utd
813,Callum Wilson,eng ENG,FW,32-027,9.6,18,1.88,8,0,4,5,1,0,4,0.42,2,0,1,1,0,0,Newcastle Utd
814,Sandro Tonali,it ITA,MF,23-322,4.9,12,2.47,10,1,0,0,1,0,3,0.62,2,0,0,0,1,0,Newcastle Utd
815,Jacob Murphy,eng ENG,FW,29-030,5.3,19,3.58,10,3,2,3,1,0,4,0.75,3,0,1,0,0,0,Newcastle Utd
816,Elliot Anderson,sct SCO,"MF,FW",21-140,4.8,14,2.91,13,0,1,0,0,0,1,0.21,1,0,0,0,0,0,Newcastle Utd
817,Harvey Barnes,eng ENG,FW,26-107,4.0,9,2.25,5,0,2,1,1,0,2,0.5,1,0,1,0,0,0,Newcastle Utd
818,Joe Willock,eng ENG,MF,24-218,3.4,9,2.67,8,0,0,1,0,0,1,0.3,1,0,0,0,0,0,Newcastle Utd
819,Lewis Hall,eng ENG,DF,19-199,1.2,2,1.61,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Newcastle Utd
820,Loris Karius,de GER,GK,30-277,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Newcastle Utd
821,Matt Targett,eng ENG,DF,28-189,0.9,4,4.62,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Newcastle Utd
822,Matt Ritchie,sct SCO,FW,34-197,1.2,2,1.65,2,0,0,0,0,0,1,0.83,1,0,0,0,0,0,Newcastle Utd
823,Emil Krafth,se SWE,DF,29-236,1.2,8,6.67,7,0,0,0,1,0,1,0.83,1,0,0,0,0,0,Newcastle Utd
824,Ben Parkinson,eng ENG,FW,19-015,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Newcastle Utd
825,Joe White,eng ENG,MF,21-176,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Newcastle Utd
826,Paul Dummett,wls WAL,DF,32-181,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Newcastle Utd
827,Alex Murphy,ie IRL,"FW,DF",19-274,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Newcastle Utd
828,Amadou Diallo,eng ENG,MF,21-039,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Newcastle Utd
829,Michael Ndiweni,eng ENG,FW,20-114,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Newcastle Utd
