Player,Tkl,TklW,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Team,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Cmp,Cmp%,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,PPA,CrsPA,PrgP,Touches,Def Pen,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,PrgC,CPA,Mis,Dis,Rec,PrgR,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Nation,Pos,Age,90s,Def 3rd,Mid 3rd,Att 3rd,TotDist,PrgDist,1/3,Country
Toti Gomes,34,22,18,75,6,26,12,19,53,56,1,Wolves,17,0.82,13,1,1,0,0,3,0.14,3,0,0,0,0,0,1038,80.5,547,603,90.7,421,510,82.5,32,102,31.4,3,1.1,0.6,1.9,4,6,1,67,1461,113,15,1461,21,14,66.7,4,19,775,15,1,12,3,936,7,0,7,2,28.6,0.34,0.1,0,0,8,0,0,0,1,1,0.14,-1,-1,POR,DF,25,20.8,24,7,3,15523,5895,62,Portugal
Rayan Aït-Nouri,49,28,19,61.3,12,24,18,12,61,31,0,Wolves,47,2.48,34,7,1,3,0,2,0.11,1,0,0,0,1,0,747,84.4,466,513,90.8,218,256,85.2,30,53,56.6,1,1.9,1.4,-0.9,20,11,2,84,1121,43,39,1121,84,45,53.6,28,33.3,653,51,7,34,35,736,78,1,15,3,20,0.79,0.16,0.07,0.33,15.9,0,0,0,1.9,1.9,0.13,-0.9,-0.9,ALG,"DF,MF",22,18.9,27,17,5,10371,3139,51,Algeria
Hwang Hee-chan,16,8,8,38.1,13,18,17,8,24,9,0,Wolves,39,2.17,25,0,7,3,1,9,0.5,4,0,3,1,1,0,349,77.4,210,254,82.7,108,135,80,13,18,72.2,3,2.9,2.5,0.1,15,6,2,29,637,13,78,636,61,32,52.5,26,42.6,408,30,17,41,25,462,93,10,35,12,34.3,1.94,0.67,0.26,0.75,12.6,0,1,1,6.3,5.6,0.16,3.7,3.4,KOR,"FW,MF",28,18,9,6,1,4744,841,16,South Korea
Pedro Neto,7,3,5,33.3,10,5,4,4,11,2,0,Wolves,74,4.43,41,15,8,6,0,14,0.84,8,2,2,1,1,0,532,74.5,304,348,87.4,153,209,73.2,49,98,50,9,4.4,3.7,4.6,38,29,12,54,894,4,83,894,88,37,42,42,47.7,574,97,42,44,20,673,148,2,35,11,31.4,2.1,0.66,0.06,0.18,16.5,2,0,0,3.4,3.4,0.1,-1.4,-1.4,POR,"FW,MF",24,16.7,3,2,2,8219,1968,23,Portugal
Pablo Sarabia,15,9,9,37.5,15,14,13,8,23,8,0,Wolves,67,4.74,39,19,2,4,0,10,0.71,7,3,0,0,0,0,511,70.3,283,329,86,143,193,74.1,54,123,43.9,6,5.2,4,0.8,41,29,5,86,873,11,43,872,32,14,43.8,15,46.9,515,33,8,28,16,605,105,3,34,11,32.4,2.4,0.78,0.06,0.18,18.9,5,1,1,3.6,2.8,0.08,-0.6,-0.8,ESP,"MF,FW",31,14.1,7,6,2,8275,2913,49,Spain
Jean-Ricner Bellegarde,15,9,6,46.2,7,17,15,7,22,13,0,Wolves,28,3.12,19,2,5,1,0,2,0.22,1,0,1,0,0,0,217,78.1,128,141,90.8,69,89,77.5,13,24,54.2,1,0.8,0.8,0.2,11,6,0,37,425,21,29,425,35,15,42.9,16,45.7,241,25,5,23,16,265,43,2,14,5,35.7,1.56,0.56,0.14,0.4,17.2,0,0,0,1.4,1.4,0.1,0.6,0.6,FRA,"MF,FW",25,9,7,6,2,3112,749,17,France
Tommy Doyle,17,8,10,76.9,3,17,10,9,26,13,0,Wolves,15,1.66,11,4,0,0,0,4,0.44,3,1,0,0,0,0,542,84.4,202,216,93.5,250,277,90.3,74,120,61.7,0,0.3,0.7,-0.3,4,4,1,53,717,33,3,717,3,1,33.3,1,33.3,430,11,2,4,4,512,9,0,7,2,28.6,0.77,0.22,0,0,27.2,2,0,0,0.2,0.2,0.04,-0.2,-0.2,ENG,MF,22,9,9,5,3,10445,2862,62,United Kingdom
Hugo Bueno,17,11,8,61.5,5,9,8,4,21,15,0,Wolves,15,3.15,12,0,1,1,0,2,0.42,2,0,0,0,0,0,215,78.2,143,160,89.4,63,80,78.8,6,16,37.5,0,0.5,0.3,-0.5,4,4,4,6,356,18,7,356,19,6,31.6,11,57.9,189,12,1,6,13,209,31,0,4,0,0,0.83,0,0,0,17.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,ESP,"DF,MF",21,4.8,9,6,2,2905,704,10,Spain
Matt Doherty,13,7,5,45.5,6,7,5,4,17,24,0,Wolves,8,1.21,8,0,0,0,0,0,0,0,0,0,0,0,0,241,75.3,147,178,82.6,68,89,76.4,18,32,56.3,0,0.7,0.5,-0.7,7,5,1,15,401,31,18,401,9,4,44.4,4,44.4,167,7,0,10,2,225,36,1,5,2,40,0.76,0.3,0.2,0.5,11,0,0,0,0.5,0.5,0.11,0.5,0.5,IRL,"DF,MF",32,6.6,6,5,2,3560,958,13,Ireland
Boubacar Traoré,13,10,3,33.3,6,7,6,3,16,4,0,Wolves,9,2,8,0,1,0,0,2,0.45,2,0,0,0,0,0,184,83.6,94,109,86.2,67,77,87,15,21,71.4,0,0.2,0.2,-0.2,3,5,2,12,269,9,2,269,5,3,60,1,20,149,4,1,7,7,181,9,0,4,0,0,0.89,0,0,0,28.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1,MLI,"MF,FW",22,4.5,7,5,1,2932,617,22,Mali
Santiago Bueno,4,2,2,66.7,1,8,4,3,7,19,0,Wolves,1,0.31,1,0,0,0,0,0,0,0,0,0,0,0,0,123,87.2,30,32,93.8,84,89,94.4,7,16,43.8,0,0,0,0,0,0,0,2,180,31,0,180,1,1,100,0,0,104,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,URU,DF,25,3.2,1,3,0,2361,597,4,Uruguay
Fábio Silva,7,4,2,66.7,1,1,1,2,9,0,0,Wolves,9,3.08,6,0,1,1,0,0,0,0,0,0,0,0,0,61,80.3,37,43,86,16,18,88.9,1,4,25,0,0.2,0.1,-0.2,4,0,0,10,118,4,12,118,8,2,25,5,62.5,66,5,1,12,4,69,13,0,7,3,42.9,2.39,1.02,0,0,13.8,0,0,0,1,1,0.15,-1,-1,POR,FW,21,2.9,3,4,0,779,174,7,Portugal
Daniel Bentley,0,0,0,0,0,0,0,0,0,1,0,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68.4,22,22,100,26,26,100,18,49,36.7,0,0,0,0,0,0,0,0,104,87,0,104,0,0,0,0,0,43,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG,GK,30,3.3,0,0,0,1552,1081,0,United Kingdom
Nathan Fraser,3,1,0,0,2,2,1,1,4,1,0,Wolves,6,3.1,5,0,0,0,0,0,0,0,0,0,0,0,0,27,77.1,19,21,90.5,6,9,66.7,0,0,0,0,0.1,0,-0.1,2,1,0,1,51,3,2,51,0,0,0,0,0,27,0,0,4,0,31,15,0,2,2,100,1.03,1.03,0,0,17.9,0,0,0,0.3,0.3,0.13,-0.3,-0.3,IRL,FW,19,1.9,1,1,1,321,28,0,Ireland
Sasa Kalajdzic,6,2,1,50,1,3,3,1,7,6,0,Wolves,5,2.71,5,0,0,0,0,0,0,0,0,0,0,0,0,38,63.3,22,33,66.7,10,16,62.5,2,5,40,0,1,0.3,-1,4,2,0,5,88,5,7,88,1,1,100,0,0,46,1,0,2,5,68,9,2,4,2,50,2.17,1.08,0.5,1,11.2,0,0,0,1.1,1.1,0.26,0.9,0.9,AUT,FW,26,1.8,3,2,1,507,130,1,Austria
Tawanda Chirewa,2,0,1,100,0,0,0,1,3,0,0,Wolves,1,6.92,1,0,0,0,0,0,0,0,0,0,0,0,0,8,100,3,3,100,4,4,100,1,1,100,0,0,0,0,1,2,2,1,12,2,1,12,0,0,0,0,0,8,0,0,0,0,8,4,0,1,0,0,6.92,0,0,0,12.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,ENG,"MF,FW",20,0.1,2,0,0,155,45,0,United Kingdom
Jonny Castro,0,0,0,0,1,1,0,0,0,0,0,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESP,MF,30,0.1,0,0,0,0,0,0,Spain
Fabian Schär,30,21,13,43.3,17,40,9,25,55,102,0,Newcastle Utd,40,1.47,28,1,2,5,1,11,0.41,7,0,0,0,3,1,1504,83.6,509,558,91.2,763,830,91.9,216,361,59.8,1,0.6,1.3,0.4,7,15,2,102,2071,300,35,2071,18,10,55.6,7,38.9,1271,18,1,13,10,1452,17,3,30,8,26.7,1.11,0.29,0.1,0.38,18.7,2,0,0,2.4,2.4,0.08,0.6,0.6,SUI,DF,32,27.1,21,8,1,30602,12373,117,Switzerland
Bruno Guimarães,55,32,21,44.7,26,40,31,25,80,16,0,Newcastle Utd,84,3.2,62,4,9,4,3,13,0.49,8,0,3,1,1,0,1413,84.9,641,708,90.5,590,671,87.9,135,200,67.5,5,4.2,4.7,0.8,41,45,4,196,1966,68,50,1966,87,48,55.2,26,29.9,1311,41,14,47,48,1543,52,3,31,9,29,1.18,0.34,0.1,0.33,18.3,0,0,0,2.6,2.6,0.09,0.4,0.4,BRA,MF,26,26.3,31,17,7,24545,6365,126,Brazil
Anthony Gordon,41,24,17,32.1,36,24,24,5,46,4,0,Newcastle Utd,87,3.58,63,0,6,8,2,15,0.62,7,0,3,3,2,0,575,78.7,352,403,87.3,158,201,78.6,39,68,57.4,5,4.7,3.3,0.3,30,31,9,76,1019,12,102,1018,97,35,36.1,42,43.3,699,94,36,58,28,752,166,9,57,22,38.6,2.35,0.91,0.14,0.36,17.5,0,1,1,7.8,7,0.12,1.2,1,ENG,FW,23,24.3,12,21,8,8342,2044,34,United Kingdom
Kieran Trippier,57,27,37,48.7,39,38,30,23,80,55,3,Newcastle Utd,99,4.12,67,27,1,2,2,11,0.46,7,3,0,0,0,1,1579,76.4,678,764,88.7,708,847,83.6,177,367,48.2,10,7.4,7,2.6,63,52,19,151,2277,93,35,2277,22,16,72.7,6,27.3,1051,34,5,20,9,1371,123,1,8,2,25,0.33,0.08,0.13,0.5,23.8,4,0,0,0.7,0.7,0.08,0.3,0.3,ENG,DF,33,24,30,16,11,28789,10729,110,United Kingdom
Miguel Almirón,34,23,11,39.3,17,28,26,10,44,11,0,Newcastle Utd,48,2.35,37,1,3,1,0,4,0.2,2,1,0,1,0,0,625,82.6,385,429,89.7,195,237,82.3,20,37,54.1,1,2,2,-1,21,20,3,75,973,23,81,973,48,21,43.8,21,43.8,617,77,21,29,25,695,156,3,40,11,27.5,1.96,0.54,0.08,0.27,16.3,0,0,0,4.5,4.5,0.11,-1.5,-1.5,PAR,FW,30,20.4,12,15,7,8503,1743,37,Paraguay
Dan Burn,46,22,18,37.5,30,35,23,26,72,81,1,Newcastle Utd,22,1.08,17,2,1,0,0,3,0.15,2,0,0,1,0,0,936,80,485,557,87.1,411,492,83.5,31,72,43.1,2,1,1,1,8,7,3,60,1410,109,33,1410,5,3,60,2,40,622,13,3,12,8,785,25,2,16,5,31.3,0.79,0.25,0.13,0.4,9,0,0,0,2.4,2.4,0.16,-0.4,-0.4,ENG,DF,31,20.3,27,17,2,14622,5699,52,United Kingdom
Sean Longstaff,37,21,17,36.2,30,28,23,11,48,16,0,Newcastle Utd,34,1.61,27,1,1,3,0,7,0.33,3,1,1,1,1,0,709,80.7,397,451,88,242,297,81.5,50,76,65.8,2,1.7,2,0.3,15,20,4,99,1079,32,51,1079,15,7,46.7,8,53.3,563,14,3,26,27,765,82,4,24,10,41.7,1.14,0.47,0.17,0.4,15.5,0,0,0,3.6,3.6,0.15,0.4,0.4,ENG,MF,26,21.1,11,19,7,11038,3631,57,United Kingdom
Alexander Isak,3,0,1,16.7,5,7,7,3,6,6,0,Newcastle Utd,37,2.37,21,0,8,3,0,2,0.13,0,0,1,0,1,0,233,77.4,144,168,85.7,69,83,83.1,9,15,60,0,1.1,1.4,-1.1,13,12,0,38,432,10,78,430,47,26,55.3,17,36.2,252,39,19,30,14,309,76,12,42,22,52.4,2.7,1.41,0.24,0.45,13.7,0,2,2,10.9,9.4,0.23,1.1,0.6,SWE,FW,24,15.6,2,1,0,3304,635,15,Sweden
Sven Botman,20,13,8,61.5,5,20,4,9,29,61,3,Newcastle Utd,14,0.92,12,0,0,0,0,3,0.2,3,0,0,0,0,0,921,90.6,357,382,93.5,459,489,93.9,98,132,74.2,2,1,0.6,1,5,1,0,35,1154,186,20,1154,2,0,0,2,100,672,0,0,5,2,822,5,2,10,2,20,0.65,0.13,0.2,1,10.5,0,0,0,0.6,0.6,0.06,1.4,1.4,NED,DF,24,15.3,14,6,0,17027,6760,38,Netherlands
Nick Pope,0,0,0,0,1,0,0,0,0,7,2,Newcastle Utd,1,0.07,1,0,0,0,0,0,0,0,0,0,0,0,0,289,78.7,55,56,98.2,162,165,98.2,71,144,49.3,0,0,0,0,0,0,0,0,400,337,1,400,0,0,0,0,0,199,0,0,0,0,160,0,0,1,0,0,0.07,0,0,0,14.3,0,0,0,0,0,0.03,0,0,ENG,GK,31,13.9,0,0,0,7287,4347,5,United Kingdom
Lewis Miley,33,21,15,46.9,17,20,17,8,41,18,2,Newcastle Utd,31,2.32,24,0,2,0,2,5,0.37,4,0,0,0,0,1,441,82.4,255,296,86.1,143,165,86.7,24,40,60,3,1.7,1.4,1.3,12,12,2,53,674,36,35,674,17,8,47.1,8,47.1,350,14,6,16,10,435,54,1,13,3,23.1,0.97,0.22,0.08,0.33,15.4,0,0,0,1.2,1.2,0.1,-0.2,-0.2,ENG,MF,17,13.4,6,20,7,6580,1615,26,United Kingdom
Joelinton,30,22,10,33.3,20,19,14,17,47,11,1,Newcastle Utd,39,3.1,30,0,6,0,0,3,0.24,2,0,0,1,0,0,440,83.3,261,296,88.2,138,156,88.5,16,19,84.2,1,2,0.7,-1,18,8,0,47,687,33,34,687,33,16,48.5,11,33.3,370,21,5,21,25,488,58,2,15,5,33.3,1.19,0.4,0.13,0.4,16,0,0,0,2.3,2.3,0.15,-0.3,-0.3,BRA,"MF,FW",27,12.6,16,12,2,6118,1514,32,Brazil
Martin Dúbravka,0,0,0,0,3,0,0,0,0,4,1,Newcastle Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,79.4,75,77,97.4,158,160,98.8,77,153,50.3,0,0.1,0,-0.1,1,0,0,0,434,374,0,434,0,0,0,0,0,226,0,0,2,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SVK,GK,35,13.1,0,0,0,7475,4283,1,Slovakia
Jamaal Lascelles,14,9,6,60,4,17,5,4,18,42,0,Newcastle Utd,8,0.68,7,0,0,1,0,0,0,0,0,0,0,0,0,668,86.6,252,275,91.6,382,418,91.4,29,61,47.5,0,0.1,0.1,-0.1,2,1,0,31,868,101,20,868,3,1,33.3,1,33.3,516,8,0,2,4,632,3,1,6,1,16.7,0.51,0.08,0.17,1,9.3,0,0,0,0.7,0.7,0.12,0.3,0.3,ENG,DF,30,11.8,7,7,0,11597,3694,38,United Kingdom
Valentino Livramento,16,8,7,43.8,9,11,6,19,35,30,0,Newcastle Utd,23,2.13,18,0,2,2,1,3,0.28,2,0,1,0,0,0,459,86.3,282,304,92.8,148,171,86.5,19,34,55.9,0,0.4,0.5,-0.4,6,13,3,34,647,46,16,647,25,14,56,7,28,338,32,7,12,12,386,53,1,3,1,33.3,0.28,0.09,0.33,1,13.1,0,0,0,0.3,0.3,0.09,0.7,0.7,ENG,DF,21,10.8,11,4,1,6647,1846,29,United Kingdom
Callum Wilson,4,3,0,0,4,5,5,1,5,2,0,Newcastle Utd,18,1.88,8,0,4,1,0,4,0.42,2,0,1,1,0,0,91,65.5,61,74,82.4,17,30,56.7,3,7,42.9,1,0.5,0.3,0.5,7,0,0,6,259,4,65,257,29,13,44.8,13,44.8,182,9,11,40,32,216,63,7,29,15,51.7,3.03,1.57,0.17,0.33,12.2,0,2,2,7.2,5.7,0.2,-0.2,-0.7,ENG,FW,32,9.6,0,2,2,1087,139,3,United Kingdom
Sandro Tonali,7,7,3,33.3,6,3,3,2,9,4,0,Newcastle Utd,12,2.47,10,1,0,1,0,3,0.62,2,0,0,0,1,0,241,86.1,130,141,92.2,94,109,86.2,11,19,57.9,0,0.6,0.5,-0.6,7,4,2,19,307,5,8,307,6,3,50,2,33.3,191,11,1,4,2,257,21,1,3,2,66.7,0.62,0.41,0.33,0.5,15.8,0,0,0,0.7,0.7,0.22,0.3,0.3,ITA,MF,23,4.9,4,2,1,3776,870,16,Italy
Jacob Murphy,9,6,5,55.6,4,9,9,0,9,7,0,Newcastle Utd,19,3.58,10,3,2,1,0,4,0.75,3,0,1,0,0,0,119,64.3,69,85,81.2,39,64,60.9,10,25,40,3,2.1,1.3,0.9,10,10,2,23,258,9,23,258,16,8,50,7,43.8,143,18,8,10,8,171,39,2,15,5,33.3,2.84,0.95,0.13,0.4,18.9,0,0,0,0.9,0.9,0.06,1.1,1.1,ENG,FW,29,5.3,4,2,3,1926,747,16,United Kingdom
Elliot Anderson,10,7,5,45.5,6,7,4,2,12,6,0,Newcastle Utd,14,2.91,13,0,1,0,0,1,0.21,1,0,0,0,0,0,161,82.6,104,120,86.7,47,50,94,5,12,41.7,1,0.9,0.3,0.1,6,8,0,28,264,7,18,264,17,8,47.1,7,41.2,156,17,2,15,10,189,36,0,7,2,28.6,1.45,0.41,0,0,14,0,0,0,0.7,0.7,0.1,-0.7,-0.7,SCO,"MF,FW",21,4.8,4,5,1,2236,465,15,United Kingdom
Harvey Barnes,3,1,0,0,1,0,0,2,5,1,0,Newcastle Utd,9,2.25,5,0,2,1,0,2,0.5,1,0,1,0,0,0,100,76.3,65,72,90.3,31,39,79.5,2,8,25,1,0.9,0.9,0.1,2,6,0,13,172,2,23,172,14,4,28.6,7,50,124,26,13,4,7,129,38,2,12,4,33.3,3,1,0.17,0.5,19.7,0,0,0,1.2,1.2,0.1,0.8,0.8,ENG,FW,26,4,1,2,0,1376,331,5,United Kingdom
Joe Willock,10,6,4,40,6,5,5,1,11,1,0,Newcastle Utd,9,2.67,8,0,0,0,0,1,0.3,1,0,0,0,0,0,103,83.7,58,63,92.1,30,39,76.9,11,13,84.6,0,0.4,0.6,-0.4,5,3,1,12,169,3,12,169,14,5,35.7,9,64.3,98,11,3,14,3,120,17,1,4,2,50,1.18,0.59,0.25,0.5,6.3,0,0,0,0.7,0.7,0.16,0.3,0.3,ENG,MF,24,3.4,6,4,0,1628,478,10,United Kingdom
Lewis Hall,10,7,4,57.1,3,2,2,2,12,0,0,Newcastle Utd,2,1.61,1,0,1,0,0,0,0,0,0,0,0,0,0,65,78.3,30,35,85.7,28,35,80,6,8,75,0,0,0,0,0,0,0,6,109,3,1,109,6,1,16.7,5,83.3,51,2,1,2,4,61,7,0,1,1,100,0.81,0.81,0,0,20.2,0,0,0,0,0,0.02,0,0,ENG,DF,19,1.2,7,3,0,1080,310,6,United Kingdom
Loris Karius,0,0,0,0,0,0,0,0,0,1,0,Newcastle Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,56.8,4,4,100,14,14,100,3,18,16.7,0,0,0,0,0,0,0,0,41,34,0,41,0,0,0,0,0,17,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GER,GK,30,1,0,0,0,507,279,0,Germany
Matt Targett,2,0,1,100,0,1,1,0,2,2,0,Newcastle Utd,4,4.62,4,0,0,0,0,0,0,0,0,0,0,0,0,36,87.8,13,13,100,17,18,94.4,6,9,66.7,0,0,0,0,1,0,0,2,51,1,0,51,2,0,0,1,50,34,1,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG,DF,28,0.9,1,1,0,657,188,2,United Kingdom
Matt Ritchie,3,2,2,66.7,1,0,0,1,4,5,0,Newcastle Utd,2,1.65,2,0,0,0,0,1,0.83,1,0,0,0,0,0,50,76.9,32,35,91.4,15,19,78.9,2,7,28.6,0,0,0,0,0,2,0,7,88,4,7,88,2,0,0,1,50,40,2,1,1,1,61,9,1,5,3,60,4.13,2.48,0.2,0.33,11.9,0,0,0,0.8,0.8,0.16,0.2,0.2,SCO,FW,34,1.2,1,2,0,664,176,4,United Kingdom
Emil Krafth,4,3,4,100,0,0,0,0,4,1,0,Newcastle Utd,8,6.67,7,0,0,1,0,1,0.83,1,0,0,0,0,0,103,88.8,58,60,96.7,42,47,89.4,2,5,40,0,0.5,0.4,-0.5,4,7,4,12,125,1,2,125,3,2,66.7,0,0,69,3,0,0,1,95,17,0,1,0,0,0.83,0,0,0,20,0,0,0,0.1,0.1,0.06,-0.1,-0.1,SWE,DF,29,1.2,2,1,1,1508,594,8,Sweden
Ben Parkinson,0,0,0,0,0,1,1,0,0,1,0,Newcastle Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.3,0,1,0,1,2,50,0,0,0,0,0,0,0,0,0,0,0,6,2,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG,FW,19,0.3,0,0,0,15,0,0,United Kingdom
Joe White,1,1,0,0,0,0,0,0,1,0,0,Newcastle Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,90,6,7,85.7,2,2,100,1,1,100,0,0,0,0,0,0,0,2,11,1,0,11,0,0,0,0,0,7,2,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG,MF,21,0.1,1,0,0,141,29,2,United Kingdom
Paul Dummett,1,0,1,100,0,0,0,0,1,0,0,Newcastle Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,100,4,4,100,4,4,100,0,0,0,0,0,0,0,0,0,0,1,9,1,0,9,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAL,DF,32,0.1,1,0,0,124,43,2,United Kingdom
Alex Murphy,0,0,0,0,1,0,0,1,1,0,0,Newcastle Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,100,2,2,100,1,1,100,1,1,100,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRL,"FW,DF",19,0,0,0,0,81,8,1,Ireland
Amadou Diallo,0,0,0,0,0,0,0,0,0,0,0,Newcastle Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG,MF,21,0,0,0,0,10,0,0,United Kingdom
Michael Ndiweni,0,0,0,0,0,0,0,0,0,0,0,Newcastle Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG,FW,20,0,0,0,0,16,15,0,United Kingdom
Conor Gallagher,68,41,28,48.3,30,40,32,33,101,14,0,Chelsea,78,3.22,55,10,4,1,4,8,0.33,4,3,0,1,0,0,1281,88.5,737,788,93.5,437,475,92,71,110,64.5,5,4.2,2.7,0.8,38,27,3,134,1745,46,52,1745,41,24,58.5,11,26.8,1047,41,7,51,24,1229,87,2,33,12,36.4,1.36,0.49,0.06,0.17,21,0,0,0,2.4,2.4,0.07,-0.4,-0.4,ENG,MF,24,24.2,27,28,13,19217,4384,101,United Kingdom
Axel Disasi,29,16,19,76,6,20,5,16,45,90,1,Chelsea,8,0.32,8,0,0,0,0,0,0,0,0,0,0,0,0,1731,89.9,749,781,95.9,891,951,93.7,80,151,53,0,0.2,0.9,-0.2,2,7,1,89,2139,252,18,2139,21,11,52.4,5,23.8,1370,24,2,15,12,1629,19,2,12,4,33.3,0.49,0.16,0.17,0.5,11.4,0,0,0,1.4,1.4,0.11,0.6,0.6,FRA,DF,26,24.7,17,9,3,29234,10027,98,France
Thiago Silva,25,11,17,58.6,12,26,6,21,46,108,3,Chelsea,21,0.95,20,1,0,0,0,2,0.09,2,0,0,0,0,0,1630,94.3,641,667,96.1,855,884,96.7,124,158,78.5,0,0.6,0.5,-0.6,6,9,0,80,1922,296,14,1922,4,2,50,0,0,1246,2,0,6,1,1417,2,2,9,3,33.3,0.41,0.14,0.22,0.67,9.4,0,0,0,0.4,0.4,0.05,1.6,1.6,BRA,DF,39,22,21,3,1,29684,11449,99,Brazil
Moisés Caicedo,59,33,22,56.4,17,33,18,22,81,30,2,Chelsea,39,1.81,30,0,2,4,2,8,0.37,7,0,0,0,0,1,1261,91.1,675,720,93.8,458,487,94,84,101,83.2,1,1.5,1,-0.5,14,8,0,106,1593,80,6,1593,32,15,46.9,14,43.8,897,9,0,28,16,1198,16,0,7,1,14.3,0.32,0.05,0,0,26,0,0,0,0.2,0.2,0.03,-0.2,-0.2,ECU,MF,22,21.6,28,24,7,19848,5141,114,Ecuador
Enzo Fernández,47,21,26,44.8,32,34,21,16,63,24,0,Chelsea,68,3.27,56,4,0,5,0,5,0.24,4,0,0,0,1,0,1291,84.9,557,606,91.9,543,607,89.5,157,220,71.4,1,2.9,3.5,-1.9,25,34,4,168,1763,56,40,1761,40,21,52.5,15,37.5,1063,46,6,27,22,1365,52,3,39,11,28.2,1.87,0.53,0.05,0.18,22,2,1,2,5.7,4.1,0.11,-2.7,-2.1,ARG,MF,23,20.8,20,17,10,23496,6707,144,Argentina
Raheem Sterling,20,10,11,44,14,10,10,12,32,8,0,Chelsea,72,3.57,46,0,12,6,4,11,0.55,6,0,2,0,3,0,471,72.8,320,378,84.7,115,168,68.5,15,28,53.6,3,3.8,3.7,-0.8,25,34,7,69,906,6,152,906,120,40,33.3,65,54.2,659,109,58,49,38,726,226,6,43,16,37.2,2.13,0.79,0.14,0.38,13.7,3,0,0,5.5,5.5,0.13,0.5,0.5,ENG,"FW,MF",29,20.1,7,7,6,6095,1518,25,United Kingdom
Nicolas Jackson,13,9,3,17.6,14,16,11,3,16,15,0,Chelsea,52,2.58,33,1,12,3,1,7,0.35,5,0,2,0,0,0,332,78.3,210,248,84.7,72,94,76.6,12,15,80,3,2.7,2.2,0.3,20,12,0,42,635,24,97,635,56,28,50,22,39.3,400,36,18,50,49,471,114,9,53,25,47.2,2.63,1.24,0.17,0.36,12.6,0,0,0,12.6,12.6,0.24,-3.6,-3.6,SEN,FW,22,20.2,2,5,6,4016,1011,25,Senegal
Levi Colwill,48,30,26,76.5,8,28,18,26,74,66,0,Chelsea,27,1.35,21,1,1,0,0,3,0.15,3,0,0,0,0,0,965,83,444,495,89.7,456,508,89.8,51,117,43.6,1,1.2,0.5,-0.2,7,6,0,73,1392,108,26,1392,13,9,69.2,4,30.8,766,23,2,22,4,873,27,1,11,3,27.3,0.55,0.15,0.09,0.33,11.9,0,0,0,1.3,1.3,0.12,-0.3,-0.3,ENG,DF,21,20,26,17,5,16310,5939,82,United Kingdom
